PRODUCT_CONFIGURATION_ID,SALES_DOC,SALESDOC_CREATION_DATE(YYYYMMDD),SALES_DOC_ITEM,SALES_DOC_CAT,CONFIG_PRODUCT,IQ_MAX_PAL_WEIGHT,IQ_PALLET_MOVE,IQ_CUST_PRIO,IQ_MIN_ISLE_WIDTH,IQ_SURFACE,IQ_WH_CL_HEIGHT,IQ_WH_SIZE,IQ_MAX_RACK_HEIGHT,IQ_WH_NOISE,AVC_CR_COUNTERWEIGHT_VXX,AVC_CR_POWERSOURCE_VXX,AVC_CR_FORKSIZE_VXX,AVC_CR_WHEELTYPE_VXX,LEAD_TIME,UNIT_NET_PRICE,UNIT_GROSS_PRICE,UNIT_COGS,CURRENCY
74286,42265,20221130,10,C,FL001_P0,100,10,LEAD_TIME,7,AS,75,75000,25,YES,5000,ELEC,L,P,2,0,0,0,GBP
74396,42320,20221130,10,C,FL001_P0,500,10,LEAD_TIME,5,AS,25,75000,10,NO,3000,ELEC,M,P,0,0,0,0,GBP
74300,42272,20221130,10,C,FL001_P0,1000,25,LEAD_TIME,7,GR,50,50000,20,NO,5000,COMB,L,P,7,0,0,0,GBP
73818,42031,20221130,10,C,FL001_P0,1000,50,OPERATING_COSTS,10,AS,50,50000,35,YES,3000,COMB,S,P,5,0,0,0,GBP
73972,42108,20221130,10,C,FL001_P0,100,10,OPERATING_COSTS,7,GR,75,50000,35,NO,5000,COMB,L,P,8,0,0,0,GBP
76544,43394,20221130,10,C,FL001_P0,100,10,OPERATING_COSTS,10,GR,75,50000,25,NO,3000,COMB,S,P,6,0,0,0,GBP
76344,43294,20221130,10,C,FL001_P0,500,10,OPERATING_COSTS,10,AS,75,75000,25,NO,3000,ELEC,M,P,8,0,0,0,GBP
75292,42768,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,7,SM,50,75000,20,YES,3000,ELEC,L,C,3,0,0,0,GBP
74404,42324,20221130,10,C,FL001_P0,1000,10,OPERATING_COSTS,10,AS,75,75000,35,NO,3000,COMB,M,P,4,0,0,0,GBP
73804,42024,20221130,10,C,FL001_P0,500,10,LEAD_TIME,10,GR,75,75000,25,YES,2000,ELEC,L,P,2,0,0,0,GBP
76020,43132,20221130,10,C,FL001_P0,1000,10,OPERATING_COSTS,7,GR,75,75000,25,NO,3000,COMB,M,P,4,0,0,0,GBP
75492,42868,20221130,10,C,FL001_P0,500,25,LEAD_TIME,10,SM,25,20000,20,YES,5000,ELEC,L,C,1,0,0,0,GBP
76220,43232,20221130,10,C,FL001_P0,1000,50,LEAD_TIME,10,AS,75,50000,25,YES,5000,ELEC,M,P,1,0,0,0,GBP
73586,41915,20221130,10,C,FL001_P0,500,10,OPERATING_COSTS,10,SM,75,75000,20,NO,5000,COMB,S,C,4,0,0,0,GBP
73462,41853,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,AS,75,75000,35,YES,3000,COMB,L,P,3,0,0,0,GBP
75710,42977,20221130,10,C,FL001_P0,500,10,OPERATING_COSTS,10,SM,75,75000,35,NO,5000,ELEC,M,C,7,0,0,0,GBP
74628,42436,20221130,10,C,FL001_P0,50,25,OPERATING_COSTS,10,SM,75,20000,10,NO,5000,COMB,L,C,9,0,0,0,GBP
73076,41660,20221130,10,C,FL001_P0,100,10,ENVIRON_IMPACT,10,AS,75,75000,35,NO,5000,ELEC,L,P,7,0,0,0,GBP
76248,43246,20221130,10,C,FL001_P0,100,50,OPERATING_COSTS,7,GR,75,50000,35,NO,3000,COMB,L,P,4,0,0,0,GBP
74828,42536,20221130,10,C,FL001_P0,500,50,OPERATING_COSTS,5,GR,75,50000,35,NO,3000,ELEC,M,P,4,0,0,0,GBP
74218,42231,20221130,10,C,FL001_P0,50,10,LEAD_TIME,5,GR,50,20000,20,NO,3000,COMB,L,P,1,0,0,0,GBP
74018,42131,20221130,10,C,FL001_P0,1000,25,ENVIRON_IMPACT,10,AS,75,50000,35,NO,3000,COMB,S,P,6,0,0,0,GBP
75410,42827,20221130,10,C,FL001_P0,1000,10,ENVIRON_IMPACT,10,AS,75,75000,25,NO,3000,COMB,S,P,2,0,0,0,GBP
75510,42877,20221130,10,C,FL001_P0,500,10,LEAD_TIME,10,AS,75,50000,25,YES,5000,COMB,L,P,8,0,0,0,GBP
75724,42984,20221130,10,C,FL001_P0,100,10,OPERATING_COSTS,7,AS,75,75000,35,NO,3000,ELEC,L,P,3,0,0,0,GBP
75092,42668,20221130,10,C,FL001_P0,1000,25,OPERATING_COSTS,10,GR,75,50000,25,NO,2000,COMB,S,P,8,0,0,0,GBP
74814,42529,20221130,10,C,FL001_P0,1000,10,OPERATING_COSTS,10,GR,75,75000,25,NO,5000,COMB,M,P,2,0,0,0,GBP
75010,42627,20221130,10,C,FL001_P0,100,10,OPERATING_COSTS,10,GR,75,75000,35,NO,2000,ELEC,S,P,1,0,0,0,GBP
74782,42513,20221130,10,C,FL001_P0,1000,50,ENVIRON_IMPACT,10,AS,75,50000,35,NO,2000,ELEC,L,P,5,0,0,0,GBP
75224,42734,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,GR,50,50000,35,NO,3000,COMB,M,P,6,0,0,0,GBP
74482,42363,20221130,10,C,FL001_P0,1000,25,OPERATING_COSTS,5,GR,75,50000,25,NO,3000,COMB,L,P,0,0,0,0,GBP
73308,41776,20221130,10,C,FL001_P0,500,25,LEAD_TIME,10,GR,75,20000,35,NO,3000,COMB,L,P,7,0,0,0,GBP
74900,42572,20221130,10,C,FL001_P0,1000,10,OPERATING_COSTS,10,AS,75,75000,35,NO,5000,ELEC,L,P,6,0,0,0,GBP
76720,43482,20221130,10,C,FL001_P0,500,10,ENVIRON_IMPACT,7,SM,75,75000,25,NO,3000,ELEC,S,C,8,0,0,0,GBP
74296,42270,20221130,10,C,FL001_P0,500,10,LEAD_TIME,7,GR,75,75000,10,NO,3000,COMB,L,P,2,0,0,0,GBP
76534,43389,20221130,10,C,FL001_P0,100,10,LEAD_TIME,5,GR,75,75000,20,NO,3000,COMB,L,P,7,0,0,0,GBP
76314,43279,20221130,10,C,FL001_P0,50,25,LEAD_TIME,10,GR,50,50000,35,YES,3000,ELEC,M,P,2,0,0,0,GBP
75804,43024,20221130,10,C,FL001_P0,500,25,LEAD_TIME,5,GR,50,20000,25,NO,5000,COMB,L,P,0,0,0,0,GBP
73272,41758,20221130,10,C,FL001_P0,50,10,LEAD_TIME,10,AS,75,75000,10,NO,5000,COMB,L,P,6,0,0,0,GBP
76424,43334,20221130,10,C,FL001_P0,50,10,ENVIRON_IMPACT,5,AS,75,75000,25,YES,3000,ELEC,L,P,8,0,0,0,GBP
73382,41813,20221130,10,C,FL001_P0,1000,25,LEAD_TIME,10,SM,75,20000,25,NO,5000,COMB,S,C,2,0,0,0,GBP
73996,42120,20221130,10,C,FL001_P0,500,25,LEAD_TIME,7,GR,75,50000,25,NO,3000,COMB,M,P,2,0,0,0,GBP
73492,41868,20221130,10,C,FL001_P0,100,10,LEAD_TIME,7,GR,25,75000,20,NO,2000,ELEC,M,P,2,0,0,0,GBP
76204,43224,20221130,10,C,FL001_P0,500,25,OPERATING_COSTS,10,GR,75,20000,35,NO,2000,COMB,M,P,3,0,0,0,GBP
74518,42381,20221130,10,C,FL001_P0,500,10,LEAD_TIME,7,AS,75,75000,25,NO,3000,COMB,M,P,0,0,0,0,GBP
76238,43241,20221130,10,C,FL001_P0,500,25,LEAD_TIME,5,GR,50,50000,35,NO,3000,ELEC,S,P,8,0,0,0,GBP
76828,43536,20221130,10,C,FL001_P0,100,25,LEAD_TIME,10,GR,75,50000,20,NO,5000,COMB,L,P,1,0,0,0,GBP
76608,43426,20221130,10,C,FL001_P0,1000,25,LEAD_TIME,7,GR,75,20000,10,NO,3000,COMB,L,P,8,0,0,0,GBP
75300,42772,20221130,10,C,FL001_P0,500,25,ENVIRON_IMPACT,10,GR,75,50000,35,NO,3000,ELEC,S,P,8,0,0,0,GBP
74604,42424,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,AS,50,75000,25,NO,3000,COMB,M,P,5,0,0,0,GBP
72862,41553,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,AS,50,75000,35,NO,2000,COMB,L,P,3,0,0,0,GBP
72896,41570,20221130,10,C,FL001_P0,1000,10,OPERATING_COSTS,7,GR,50,75000,35,NO,3000,ELEC,S,P,1,0,0,0,GBP
75114,42679,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,7,SM,75,75000,35,YES,3000,ELEC,L,C,2,0,0,0,GBP
76600,43422,20221130,10,C,FL001_P0,50,25,OPERATING_COSTS,7,AS,75,20000,20,NO,3000,ELEC,L,P,8,0,0,0,GBP
76710,43477,20221130,10,C,FL001_P0,1000,50,LEAD_TIME,10,AS,75,20000,20,YES,3000,ELEC,M,P,1,0,0,0,GBP
75628,42936,20221130,10,C,FL001_P0,500,50,OPERATING_COSTS,7,SM,75,50000,10,NO,3000,COMB,L,C,5,0,0,0,GBP
75518,42881,20221130,10,C,FL001_P0,1000,25,OPERATING_COSTS,10,AS,75,20000,25,NO,3000,COMB,L,P,6,0,0,0,GBP
76400,43322,20221130,10,C,FL001_P0,500,10,OPERATING_COSTS,10,AS,50,75000,20,YES,5000,ELEC,L,P,8,0,0,0,GBP
76414,43329,20221130,10,C,FL001_P0,1000,10,OPERATING_COSTS,10,AS,50,75000,20,NO,2000,COMB,M,P,5,0,0,0,GBP
75904,43074,20221130,10,C,FL001_P0,100,10,LEAD_TIME,7,GR,75,75000,35,NO,3000,COMB,S,P,1,0,0,0,GBP
73482,41863,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,7,AS,75,75000,35,NO,2000,COMB,L,P,9,0,0,0,GBP
76324,43284,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,7,AS,25,75000,20,NO,5000,ELEC,L,P,4,0,0,0,GBP
76214,43229,20221130,10,C,FL001_P0,500,10,ENVIRON_IMPACT,10,GR,75,75000,35,NO,3000,ELEC,L,P,7,0,0,0,GBP
74508,42376,20221130,10,C,FL001_P0,500,50,ENVIRON_IMPACT,7,GR,75,50000,25,NO,2000,ELEC,L,P,0,0,0,0,GBP
73096,41670,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,AS,75,50000,25,NO,5000,COMB,L,P,3,0,0,0,GBP
73196,41720,20221130,10,C,FL001_P0,1000,10,OPERATING_COSTS,10,AS,75,75000,35,NO,2000,COMB,M,P,0,0,0,0,GBP
76128,43186,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,AS,50,75000,25,NO,3000,COMB,S,P,0,0,0,0,GBP
76028,43136,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,GR,50,75000,35,YES,2000,ELEC,L,P,9,0,0,0,GBP
73296,41770,20221130,10,C,FL001_P0,1000,10,ENVIRON_IMPACT,7,AS,50,75000,35,NO,5000,ELEC,M,P,2,0,0,0,GBP
72886,41565,20221130,10,C,FL001_P0,100,25,OPERATING_COSTS,10,GR,75,50000,25,NO,3000,COMB,L,P,3,0,0,0,GBP
75004,42624,20221130,10,C,FL001_P0,500,25,LEAD_TIME,5,GR,50,50000,20,NO,2000,COMB,L,P,7,0,0,0,GBP
75204,42724,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,5,AS,25,75000,10,YES,3000,COMB,L,P,8,0,0,0,GBP
75104,42674,20221130,10,C,FL001_P0,1000,25,ENVIRON_IMPACT,7,GR,75,50000,35,YES,3000,ELEC,L,P,2,0,0,0,GBP
75708,42976,20221130,10,C,FL001_P0,1000,50,LEAD_TIME,7,AS,75,20000,35,NO,5000,COMB,L,P,2,0,0,0,GBP
76300,43272,20221130,10,C,FL001_P0,500,25,LEAD_TIME,10,AS,25,20000,20,NO,3000,ELEC,L,P,4,0,0,0,GBP
76700,43472,20221130,10,C,FL001_P0,100,50,OPERATING_COSTS,10,AS,75,50000,35,YES,3000,COMB,S,P,8,0,0,0,GBP
76514,43379,20221130,10,C,FL001_P0,500,25,LEAD_TIME,10,AS,75,50000,35,NO,3000,COMB,S,P,7,0,0,0,GBP
76508,43376,20221130,10,C,FL001_P0,1000,50,OPERATING_COSTS,10,GR,75,50000,35,YES,2000,COMB,M,P,2,0,0,0,GBP
76118,43181,20221130,10,C,FL001_P0,100,25,LEAD_TIME,10,AS,75,50000,35,NO,3000,COMB,L,P,3,0,0,0,GBP
76218,43231,20221130,10,C,FL001_P0,50,10,LEAD_TIME,10,GR,75,75000,35,NO,3000,COMB,L,P,7,0,0,0,GBP
75608,42926,20221130,10,C,FL001_P0,1000,25,ENVIRON_IMPACT,10,GR,75,20000,35,NO,2000,ELEC,L,P,5,0,0,0,GBP
75808,43026,20221130,10,C,FL001_P0,500,10,LEAD_TIME,7,GR,50,75000,35,NO,3000,COMB,L,P,8,0,0,0,GBP
76704,43474,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,SM,50,75000,25,NO,2000,COMB,L,C,4,0,0,0,GBP
76104,43174,20221130,10,C,FL001_P0,100,25,LEAD_TIME,10,GR,25,20000,20,NO,2000,COMB,M,P,1,0,0,0,GBP
76308,43276,20221130,10,C,FL001_P0,1000,25,ENVIRON_IMPACT,10,AS,50,20000,35,NO,5000,ELEC,L,P,3,0,0,0,GBP
76518,43381,20221130,10,C,FL001_P0,100,10,LEAD_TIME,10,AS,50,75000,25,NO,5000,COMB,L,P,8,0,0,0,GBP
76618,43431,20221130,10,C,FL001_P0,500,25,LEAD_TIME,10,GR,50,20000,25,NO,5000,COMB,L,P,3,0,0,0,GBP
72992,41618,20221130,10,C,FL001_P0,1000,25,OPERATING_COSTS,5,AS,50,20000,35,YES,3000,ELEC,L,P,0,0,0,0,GBP
76818,43531,20221130,10,C,FL001_P0,1000,50,ENVIRON_IMPACT,10,AS,75,50000,25,NO,2000,ELEC,M,P,3,0,0,0,GBP
72792,41518,20221130,10,C,FL001_P0,1000,10,OPERATING_COSTS,10,GR,25,75000,10,NO,3000,ELEC,L,P,3,0,0,0,GBP
77268,43756,20221130,10,C,FL001_P0,500,10,LEAD_TIME,10,AS,25,75000,10,NO,3000,COMB,M,P,9,0,0,0,GBP
79708,44976,20221130,10,C,FL001_P0,1000,25,LEAD_TIME,10,AS,75,20000,35,NO,5000,ELEC,M,P,7,0,0,0,GBP
79818,45031,20221130,10,C,FL001_P0,1000,10,OPERATING_COSTS,10,GR,75,75000,35,YES,3000,ELEC,L,P,4,0,0,0,GBP
79928,45086,20221130,10,C,FL001_P0,50,50,LEAD_TIME,7,GR,75,50000,25,NO,3000,ELEC,M,P,6,0,0,0,GBP
78904,44574,20221130,10,C,FL001_P0,500,25,ENVIRON_IMPACT,10,GR,75,20000,35,NO,3000,ELEC,S,P,1,0,0,0,GBP
80072,45158,20221130,10,C,FL001_P0,500,10,LEAD_TIME,10,GR,50,50000,20,NO,5000,COMB,S,P,7,0,0,0,GBP
77598,43921,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,SM,50,75000,35,NO,5000,COMB,S,P,9,0,0,0,GBP
77378,43811,20221130,10,C,FL001_P0,500,50,OPERATING_COSTS,10,AS,50,50000,35,NO,3000,ELEC,S,P,1,0,0,0,GBP
79002,44623,20221130,10,C,FL001_P0,100,25,OPERATING_COSTS,10,GR,75,20000,35,NO,3000,COMB,M,P,6,0,0,0,GBP
80118,45181,20221130,10,C,FL001_P0,1000,50,OPERATING_COSTS,10,SM,75,50000,35,YES,3000,ELEC,L,C,9,0,0,0,GBP
80008,45126,20221130,10,C,FL001_P0,50,10,OPERATING_COSTS,7,AS,75,75000,35,NO,5000,COMB,L,P,6,0,0,0,GBP
80668,45456,20221130,10,C,FL001_P0,1000,50,OPERATING_COSTS,10,AS,75,20000,35,NO,2000,COMB,L,P,1,0,0,0,GBP
79332,44788,20221130,10,C,FL001_P0,1000,10,ENVIRON_IMPACT,7,AS,75,75000,35,NO,2000,ELEC,M,P,6,0,0,0,GBP
79222,44733,20221130,10,C,FL001_P0,500,25,LEAD_TIME,10,GR,75,50000,35,NO,5000,COMB,L,P,1,0,0,0,GBP
79552,44898,20221130,10,C,FL001_P0,100,10,ENVIRON_IMPACT,10,AS,75,75000,25,NO,3000,ELEC,L,P,5,0,0,0,GBP
80778,45511,20221130,10,C,FL001_P0,100,50,LEAD_TIME,10,AS,75,50000,35,YES,5000,ELEC,L,P,3,0,0,0,GBP
78148,44196,20221130,10,C,FL001_P0,1000,50,LEAD_TIME,10,AS,75,50000,20,YES,2000,ELEC,L,P,3,0,0,0,GBP
77530,43887,20221130,10,C,FL001_P0,500,50,LEAD_TIME,10,GR,25,20000,20,NO,5000,ELEC,M,P,9,0,0,0,GBP
80304,45274,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,AS,75,75000,20,NO,3000,COMB,L,P,2,0,0,0,GBP
77310,43777,20221130,10,C,FL001_P0,50,10,ENVIRON_IMPACT,10,GR,75,75000,35,NO,3000,ELEC,L,P,5,0,0,0,GBP
78938,44591,20221130,10,C,FL001_P0,500,10,OPERATING_COSTS,10,AS,75,75000,20,NO,5000,COMB,S,P,9,0,0,0,GBP
77804,44024,20221130,10,C,FL001_P0,100,25,OPERATING_COSTS,7,AS,50,50000,35,YES,3000,ELEC,L,P,5,0,0,0,GBP
78368,44306,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,AS,75,75000,35,NO,3000,COMB,L,P,8,0,0,0,GBP
77564,43904,20221130,10,C,FL001_P0,500,10,LEAD_TIME,10,AS,75,75000,25,NO,3000,COMB,L,P,9,0,0,0,GBP
80752,45498,20221130,10,C,FL001_P0,100,10,ENVIRON_IMPACT,10,AS,25,75000,20,NO,3000,COMB,L,P,9,0,0,0,GBP
80532,45388,20221130,10,C,FL001_P0,1000,25,LEAD_TIME,7,AS,25,20000,20,NO,3000,ELEC,L,P,8,0,0,0,GBP
80312,45278,20221130,10,C,FL001_P0,1000,10,OPERATING_COSTS,7,GR,25,75000,20,YES,3000,COMB,L,P,5,0,0,0,GBP
78232,44238,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,5,GR,50,75000,35,NO,5000,COMB,S,P,9,0,0,0,GBP
78892,44568,20221130,10,C,FL001_P0,50,25,ENVIRON_IMPACT,10,AS,25,20000,20,NO,5000,ELEC,S,P,1,0,0,0,GBP
77784,44014,20221130,10,C,FL001_P0,500,10,LEAD_TIME,10,GR,25,75000,10,NO,3000,COMB,S,P,6,0,0,0,GBP
80786,45515,20221130,10,C,FL001_P0,50,10,LEAD_TIME,10,AS,75,75000,20,NO,3000,ELEC,M,P,9,0,0,0,GBP
79138,44691,20221130,10,C,FL001_P0,50,25,LEAD_TIME,10,GR,75,50000,35,YES,5000,ELEC,L,P,0,0,0,0,GBP
79028,44636,20221130,10,C,FL001_P0,1000,25,ENVIRON_IMPACT,5,AS,50,50000,35,NO,5000,ELEC,L,P,1,0,0,0,GBP
78740,44492,20221130,10,C,FL001_P0,500,10,OPERATING_COSTS,5,SM,75,75000,35,NO,3000,COMB,M,P,8,0,0,0,GBP
77948,44096,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,7,GR,75,75000,35,NO,3000,ELEC,L,P,8,0,0,0,GBP
78596,44420,20221130,10,C,FL001_P0,500,25,OPERATING_COSTS,10,AS,75,50000,35,NO,3000,ELEC,L,P,3,0,0,0,GBP
79578,44911,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,7,SM,75,50000,25,NO,2000,ELEC,L,P,2,0,0,0,GBP
76924,43584,20221130,10,C,FL001_P0,500,25,LEAD_TIME,10,GR,75,50000,35,NO,3000,COMB,M,P,2,0,0,0,GBP
79936,45090,20221130,10,C,FL001_P0,1000,10,OPERATING_COSTS,10,AS,75,75000,35,NO,5000,COMB,S,P,4,0,0,0,GBP
80190,45217,20221130,10,C,FL001_P0,1000,10,ENVIRON_IMPACT,7,AS,25,75000,20,NO,3000,ELEC,M,P,1,0,0,0,GBP
79826,45035,20221130,10,C,FL001_P0,500,50,LEAD_TIME,10,SM,75,20000,35,NO,5000,COMB,L,C,6,0,0,0,GBP
78444,44344,20221130,10,C,FL001_P0,1000,10,ENVIRON_IMPACT,10,GR,75,75000,25,NO,5000,COMB,L,P,3,0,0,0,GBP
77132,43688,20221130,10,C,FL001_P0,500,10,LEAD_TIME,5,AS,75,75000,35,YES,5000,ELEC,M,P,6,0,0,0,GBP
78114,44179,20221130,10,C,FL001_P0,1000,25,LEAD_TIME,5,AS,75,50000,35,NO,2000,ELEC,L,P,3,0,0,0,GBP
77572,43908,20221130,10,C,FL001_P0,500,10,LEAD_TIME,10,SM,50,75000,35,NO,2000,ELEC,L,C,6,0,0,0,GBP
78258,44251,20221130,10,C,FL001_P0,500,25,OPERATING_COSTS,10,GR,75,50000,35,YES,3000,ELEC,L,P,7,0,0,0,GBP
79510,44877,20221130,10,C,FL001_P0,500,10,LEAD_TIME,7,GR,75,75000,25,NO,3000,COMB,M,P,5,0,0,0,GBP
79890,45067,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,5,GR,25,75000,20,NO,2000,COMB,S,P,1,0,0,0,GBP
78828,44536,20221130,10,C,FL001_P0,100,25,ENVIRON_IMPACT,5,AS,75,20000,25,NO,3000,ELEC,L,P,7,0,0,0,GBP
77420,43832,20221130,10,C,FL001_P0,1000,10,OPERATING_COSTS,5,AS,50,75000,35,NO,3000,ELEC,L,P,7,0,0,0,GBP
79366,44805,20221130,10,C,FL001_P0,500,10,LEAD_TIME,10,AS,75,75000,25,NO,3000,ELEC,S,P,6,0,0,0,GBP
80634,45439,20221130,10,C,FL001_P0,1000,25,OPERATING_COSTS,10,GR,75,50000,35,NO,2000,COMB,L,P,9,0,0,0,GBP
78698,44471,20221130,10,C,FL001_P0,1000,25,OPERATING_COSTS,5,GR,25,50000,20,NO,3000,ELEC,L,P,8,0,0,0,GBP
79264,44754,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,SM,50,75000,25,YES,3000,ELEC,M,C,9,0,0,0,GBP
77906,44075,20221130,10,C,FL001_P0,1000,50,OPERATING_COSTS,5,AS,25,50000,10,NO,3000,ELEC,L,P,6,0,0,0,GBP
80422,45333,20221130,10,C,FL001_P0,1000,50,LEAD_TIME,5,AS,75,50000,35,NO,5000,COMB,L,P,0,0,0,0,GBP
79092,44668,20221130,10,C,FL001_P0,500,10,LEAD_TIME,10,AS,75,50000,25,NO,3000,COMB,L,P,2,0,0,0,GBP
78342,44293,20221130,10,C,FL001_P0,50,50,LEAD_TIME,10,SM,75,50000,35,NO,3000,COMB,L,C,6,0,0,0,GBP
80236,45240,20221130,10,C,FL001_P0,500,10,OPERATING_COSTS,10,SM,50,75000,35,NO,3000,COMB,S,C,2,0,0,0,GBP
79010,44627,20221130,10,C,FL001_P0,1000,10,ENVIRON_IMPACT,10,AS,75,75000,35,NO,5000,ELEC,L,P,1,0,0,0,GBP
78782,44513,20221130,10,C,FL001_P0,1000,50,LEAD_TIME,10,GR,25,20000,20,YES,5000,ELEC,L,P,2,0,0,0,GBP
77674,43959,20221130,10,C,FL001_P0,100,10,OPERATING_COSTS,10,SM,75,75000,10,NO,5000,ELEC,M,C,2,0,0,0,GBP
80676,45460,20221130,10,C,FL001_P0,100,50,LEAD_TIME,7,AS,50,50000,35,NO,2000,ELEC,L,P,2,0,0,0,GBP
80736,45490,20221130,10,C,FL001_P0,500,25,OPERATING_COSTS,7,AS,75,50000,35,NO,5000,COMB,M,P,9,0,0,0,GBP
79188,44716,20221130,10,C,FL001_P0,1000,10,OPERATING_COSTS,10,GR,75,75000,25,NO,3000,ELEC,L,P,4,0,0,0,GBP
78570,44407,20221130,10,C,FL001_P0,500,10,LEAD_TIME,10,AS,75,75000,35,NO,3000,COMB,L,P,3,0,0,0,GBP
80626,45435,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,GR,75,75000,35,NO,5000,COMB,L,P,7,0,0,0,GBP
80516,45380,20221130,10,C,FL001_P0,500,25,LEAD_TIME,10,GR,75,50000,35,NO,3000,COMB,L,P,7,0,0,0,GBP
78106,44175,20221130,10,C,FL001_P0,500,10,LEAD_TIME,7,SM,25,75000,20,NO,5000,COMB,S,C,4,0,0,0,GBP
77632,43938,20221130,10,C,FL001_P0,500,25,LEAD_TIME,5,AS,75,20000,25,NO,2000,ELEC,M,P,7,0,0,0,GBP
77742,43993,20221130,10,C,FL001_P0,500,25,ENVIRON_IMPACT,10,AS,75,20000,25,YES,3000,ELEC,M,P,5,0,0,0,GBP
77852,44048,20221130,10,C,FL001_P0,500,25,ENVIRON_IMPACT,5,GR,75,20000,35,NO,3000,COMB,S,P,0,0,0,0,GBP
80760,45502,20221130,10,C,FL001_P0,500,10,LEAD_TIME,10,AS,50,75000,35,NO,5000,COMB,S,P,6,0,0,0,GBP
78274,44259,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,5,AS,75,75000,25,NO,5000,COMB,L,P,3,0,0,0,GBP
80702,45473,20221130,10,C,FL001_P0,1000,50,LEAD_TIME,10,SM,25,50000,20,NO,2000,COMB,L,C,4,0,0,0,GBP
80812,45528,20221130,10,C,FL001_P0,1000,50,LEAD_TIME,5,GR,75,20000,35,NO,3000,ELEC,S,P,7,0,0,0,GBP
77846,44045,20221130,10,C,FL001_P0,500,10,LEAD_TIME,10,GR,25,20000,20,NO,3000,ELEC,L,P,9,0,0,0,GBP
80794,45519,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,GR,25,75000,20,NO,5000,ELEC,S,P,3,0,0,0,GBP
77776,44010,20221130,10,C,FL001_P0,1000,50,ENVIRON_IMPACT,7,SM,75,50000,25,NO,5000,ELEC,S,C,7,0,0,0,GBP
77666,43955,20221130,10,C,FL001_P0,100,25,LEAD_TIME,10,AS,75,50000,35,YES,3000,ELEC,L,P,8,0,0,0,GBP
78350,44297,20221130,10,C,FL001_P0,500,10,LEAD_TIME,7,AS,50,75000,35,NO,5000,COMB,L,P,8,0,0,0,GBP
80574,45409,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,AS,75,75000,20,NO,3000,COMB,L,P,6,0,0,0,GBP
79400,44822,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,SM,75,50000,25,NO,5000,COMB,M,P,1,0,0,0,GBP
80174,45209,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,AS,75,75000,35,YES,3000,ELEC,L,P,0,0,0,0,GBP
79780,45012,20221130,10,C,FL001_P0,50,10,OPERATING_COSTS,10,AS,75,75000,35,NO,2000,ELEC,M,P,0,0,0,0,GBP
79800,45022,20221130,10,C,FL001_P0,1000,10,OPERATING_COSTS,7,AS,50,75000,35,NO,3000,COMB,L,P,2,0,0,0,GBP
79160,44702,20221130,10,C,FL001_P0,500,25,LEAD_TIME,10,AS,50,50000,25,NO,3000,COMB,L,P,4,0,0,0,GBP
79380,44812,20221130,10,C,FL001_P0,1000,10,ENVIRON_IMPACT,10,AS,50,75000,25,NO,5000,ELEC,M,P,4,0,0,0,GBP
79374,44809,20221130,10,C,FL001_P0,100,10,OPERATING_COSTS,5,SM,75,75000,25,YES,5000,ELEC,L,P,4,0,0,0,GBP
79214,44729,20221130,10,C,FL001_P0,1000,25,ENVIRON_IMPACT,5,AS,75,50000,35,NO,5000,ELEC,S,P,9,0,0,0,GBP
79874,45059,20221130,10,C,FL001_P0,1000,10,LEAD_TIME,10,AS,75,75000,35,NO,5000,COMB,L,P,2,0,0,0,GBP
77030,43637,20221130,10,C,FL001_P0,500,50,OPERATING_COSTS,10,AS,50,20000,35,NO,5000,COMB,L,P,0,0,0,0,GBP
78766,44505,20221130,10,C,FL001_P0,1000,10,OPERATING_COSTS,10,AS,75,75000,35,NO,5000,COMB,L,P,5,0,0,0,GBP
